abspos	chromosome_name	start_position	end_position	ensembl_gene_id	hgnc_symbol	band
6072	312599668	2	63642455	63644038	ENSG00000229920	AC016734.3	p15
6073	312640929	2	63684305	63684710	ENSG00000234488	AC096664.1	p15
6074	312673932	2	63717122	63717899	ENSG00000228872	AC096664.2	p15
6075	312708585	2	63751697	63752630	ENSG00000229221	AC096664.3	p15
6076	312822673	2	63840940	63891562	ENSG00000169764	UGP2	p15
6077	312839742	2	63883249	63883391	ENSG00000251775	RF01293	p15
6078	312912031	2	63892146	64019072	ENSG00000143952	VPS54	p14
6079	313043721	2	64086353	64088246	ENSG00000228079	AC012368.1	p14
6080	313074975	2	64092652	64144454	ENSG00000197329	PELI1	p14
6081	313154471	2	64143239	64252859	ENSG00000225889	AC074289.1	p14
6082	313151703	2	64185078	64205485	ENSG00000230923	AC012368.2	p14
6083	313165029	2	64208498	64208716	ENSG00000270354	RP11-547M24.1	p14
6084	313287730	2	64330486	64332131	ENSG00000238012	AC114752.1	p14
6085	313296279	2	64338067	64341647	ENSG00000238201	AC114752.3	p14
6086	313297219	2	64340747	64340848	ENSG00000264297	MIR4433B	p14
6087	313297221	2	64340759	64340839	ENSG00000283222	MIR4433A	p14
6088	313303889	2	64347193	64347741	ENSG00000236148	AC114752.2	p14
6089	313380931	2	64395220	64453798	ENSG00000223935	AC008074.3	p14
6090	313406732	2	64450096	64450524	ENSG00000237217	AC008074.5	p14
6091	313414097	2	64453969	64461381	ENSG00000119862	LGALSL	p14
6092	313450050	2	64486353	64500904	ENSG00000223863	AC008074.4	p14
6093	313479562	2	64522187	64524093	ENSG00000260101	RP11-568N6.1	p14
6094	313515077	2	64524305	64593005	ENSG00000119844	AFTPH	p14
6095	313481961	2	64525513	64525565	ENSG00000283204	MIR4434	p14
6096	313535366	2	64578892	64578997	ENSG00000252414	RNU6-100P	p14
6097	313568150	2	64606975	64616482	ENSG00000233694	AC007365.1	p14
6098	313647735	2	64631621	64751005	ENSG00000179833	SERTAD2	p14
6099	313602077	2	64644612	64646698	ENSG00000226756	AC007365.3	p14
6100	313622257	2	64665607	64666064	ENSG00000227791	AC007365.4	p14
6101	313773948	2	64817378	64817675	ENSG00000275588	RN7SL341P	p14
6102	313811300	2	64846130	64863626	ENSG00000234572	AC007880.1	p14
6103	313859910	2	64901840	64905137	ENSG00000237638	AC007386.2	p14
6104	313863422	2	64906863	64907138	ENSG00000244534	RN7SL211P	p14
6105	313916765	2	64960053	64960634	ENSG00000227394	AC007386.3	p14
6106	313962593	2	64988477	65023865	ENSG00000115902	SLC1A4	p14
6107	313951225	2	64994746	64994860	ENSG00000252892	RNU6-548P	p14
6108	313998294	2	65030727	65053017	ENSG00000232613	AC007386.4	p14
6109	314028107	2	65056366	65087004	ENSG00000011523	CEP68	p14
6110	314056825	2	65070701	65130106	ENSG00000138069	RAB1A	p14
6111	314115183	2	65158662	65158860	ENSG00000272025	RF00090	p14
6112	314160114	2	65203571	65203813	ENSG00000273763	RP11-420C9.1	p14
6113	314161970	2	65205108	65205988	ENSG00000172974	AC007318.5	p14
6114	314205925	2	65227753	65271253	ENSG00000138071	ACTR2	p14
6115	314328166	2	65310851	65432637	ENSG00000198369	SPRED2	p14
6116	314333614	2	65373700	65380685	ENSG00000232693	AC012370.2	p14
6117	314717097	2	65436711	66084639	ENSG00000204929	AC074391.1	p14
6118	314404651	2	65439888	65456571	ENSG00000234255	AC012370.3	p14
6119	314457987	2	65500993	65502138	ENSG00000237979	AC007389.1	p14
6120	314468345	2	65511771	65512076	ENSG00000223739	AC007389.2	p14
6121	314501970	2	65545401	65545696	ENSG00000243029	RN7SL635P	p14
6122	314511905	2	65555432	65555534	ENSG00000251900	VTRNA2-2P	p14
6123	314571293	2	65589566	65640177	ENSG00000235725	AC007389.3	p14
6124	314582270	2	65623272	65628424	ENSG00000281920	RP11-418H16.1	p14
6125	314623638	2	65666695	65667737	ENSG00000214533	AC007389.4	p14
6126	314748208	2	65790039	65793533	ENSG00000280257	RP11-340F16.2	p14
6127	315192217	2	66235377	66236213	ENSG00000227293	AC118345.1	p14
6128	315284588	2	66327349	66328984	ENSG00000225815	AC092669.6	p14
6129	315314710	2	66358249	66358328	ENSG00000264525	MIR4778	p14
6130	315344300	2	66383306	66392450	ENSG00000232164	AC092669.3	p14
6131	315386524	2	66426735	66433470	ENSG00000226819	MEIS1-AS3	p14
6132	315460082	2	66433452	66573869	ENSG00000143995	MEIS1	p14
6133	315396884	2	66439088	66441836	ENSG00000230749	MEIS1-AS2	p14
6134	315608515	2	66574030	66730157	ENSG00000232046	AC007392.3	p14
6135	315656598	2	66697125	66703227	ENSG00000237179	AC007392.4	p14
6136	315778049	2	66820684	66822570	ENSG00000224071	AC009474.1	p14
6137	315837576	2	66881087	66881222	ENSG00000230355	AC009474.2	p14
6138	315894371	2	66904436	66971462	ENSG00000230525	AC007403.2	p14
6139	315878405	2	66921510	66922457	ENSG00000232688	AC007403.1	p14
6140	315997678	2	67040546	67041966	ENSG00000223859	AC007403.3	p14
6141	316155364	2	67086446	67311439	ENSG00000235885	AC023115.2	p14
6142	316125760	2	67123357	67215319	ENSG00000236780	AC078941.1	p14
6143	316281387	2	67324627	67325304	ENSG00000236605	AC023115.4	p14
6144	316361126	2	67397319	67412089	ENSG00000143971	ETAA1	p14
6145	316524477	2	67562067	67574044	ENSG00000224173	AC007422.1	p14
6146	316581262	2	67565604	67684077	ENSG00000235495	AC010987.5	p14
6147	316767230	2	67796054	67825562	ENSG00000237013	AC010987.6	p14
6148	316980652	2	68023694	68024766	ENSG00000235968	AC079112.1	p14
6149	317032461	2	68041130	68110948	ENSG00000197223	C1D	p14
6150	317073535	2	68117026	68117200	ENSG00000284932	RP11-474G23.4	p14
6151	317096670	2	68122936	68157560	ENSG00000243667	WDR92	p14
6152	317081928	2	68125265	68125747	ENSG00000236259	AC017083.2	p14
6153	317152656	2	68131238	68261230	ENSG00000273398	RP11-474G23.1	p14
6154	317123463	2	68157844	68176238	ENSG00000115946	PNO1	p14
6155	317173969	2	68178857	68256237	ENSG00000221823	PPP3R1	p14
6156	317136604	2	68179833	68180532	ENSG00000273275	RP11-474G23.2	p14
6157	317209781	2	68252870	68253848	ENSG00000273064	RP11-474G23.3	p14
6158	317258533	2	68284171	68320051	ENSG00000119865	CNRIP1	p14
6159	317319821	2	68361214	68365584	ENSG00000203395	AC015969.3	p14
6160	317337735	2	68365173	68397453	ENSG00000115956	PLEK	p14
6161	317403864	2	68445710	68449174	ENSG00000229462	AC127383.1	p13.3
6162	317419760	2	68459419	68467258	ENSG00000204923	FBXO48	p13.3
6163	317518133	2	68467561	68655862	ENSG00000169621	APLF	p13.3
6164	317485268	2	68528241	68529452	ENSG00000214525	AC130709.1	p13.3
6165	317607340	2	68643589	68658247	ENSG00000169618	PROKR1	p13.3
6166	317709639	2	68679601	68826833	ENSG00000163219	ARHGAP25	p13.3
6167	317791306	2	68832044	68837724	ENSG00000237576	AC097495.2	p13.3
6168	317791426	2	68832816	68837192	ENSG00000228329	AC097495.3	p13.3
6169	317824921	2	68865481	68871517	ENSG00000163217	BMP10	p13.3
6170	317880463	2	68921248	68926834	ENSG00000283586	GKN3P	p13.3
6171	317905523	2	68945232	68952970	ENSG00000183607	GKN2	p13.3
6172	317934195	2	68974573	68980974	ENSG00000169605	GKN1	p13.3
6173	318087674	2	69013178	69249327	ENSG00000169604	ANTXR1	p13.3
6174	318060140	2	69103682	69103755	ENSG00000266649	MIR3126	p13.3
6175	318138372	2	69181897	69182003	ENSG00000251850	RNA5SP96	p13.3
6176	318139352	2	69182877	69182983	ENSG00000199460	RNU6-1216P	p13.3
6177	318208513	2	69251818	69252364	ENSG00000271597	RP11-85D18.1	p13.3
6178	318309933	2	69319769	69387254	ENSG00000198380	GFPT1	p13.3
6179	318373111	2	69395750	69437628	ENSG00000169599	NFU1	p13.3
6180	318522595	2	69457997	69674349	ENSG00000115977	AAK1	p13.3
6181	318473320	2	69516751	69517046	ENSG00000244236	RN7SL604P	p13.3
6182	318476530	2	69520043	69520174	ENSG00000207016	SNORA36C	p13.3
6183	318551321	2	69594741	69595058	ENSG00000232228	RP11-77O7.1	p13.3
6184	318554574	2	69597353	69598951	ENSG00000229948	AC092431.2	p13.3
6185	318692184	2	69644425	69827100	ENSG00000196975	ANXA4	p13.3
6186	318663441	2	69700192	69713847	ENSG00000231024	AC092431.3	p13.3
6187	318811941	2	69829642	69881396	ENSG00000087338	GMCL1	p13.3
6188	318801143	2	69844509	69844933	ENSG00000275381	RP11-401N16.2	p13.3
6189	318830114	2	69873565	69873819	ENSG00000270723	RP11-401N16.1	p13.3
6190	318855989	2	69893560	69905575	ENSG00000124380	SNRNP27	p13.3
6191	318876738	2	69897688	69942945	ENSG00000059728	MXD1	p13.3
6192	318917599	2	69960089	69962265	ENSG00000244617	ASPRV1	p13.3
6193	318989163	2	69962263	70103220	ENSG00000179818	AC136007.2	p13.3
6194	319031565	2	70075014	70075272	ENSG00000263669	RN7SL470P	p13.3
6195	319044750	2	70087454	70089203	ENSG00000169564	PCBP1	p13.3
6196	319049332	2	70089721	70096100	ENSG00000233060	AC016700.2	p13.3
6197	319059128	2	70102551	70102862	ENSG00000225392	AC016700.4	p13.3
6198	319081098	2	70124036	70125317	ENSG00000231327	AC016700.5	p13.3
6199	319155669	2	70149880	70248615	ENSG00000115998	C2orf42	p13.3
6200	319185474	2	70209444	70248660	ENSG00000116001	TIA1	p13.3
6201	319209383	2	70252918	70253005	ENSG00000221238	MIR1285-2	p13.3
6202	319210354	2	70253855	70254010	ENSG00000231414	AC016700.6	p13.3
6203	319225710	2	70257386	70281191	ENSG00000116005	PCYOX1	p13.3
6204	319243988	2	70281362	70293771	ENSG00000143977	SNRPG	p13.3
6205	319255454	2	70295975	70302090	ENSG00000035141	FAM136A	p13.3
6206	319258183	2	70301451	70302072	ENSG00000233849	AC022201.5	p13.3
6207	319310884	2	70353010	70355915	ENSG00000235289	BRD7P6	p13.3
6208	319369228	2	70402934	70422678	ENSG00000229229	AC022201.4	p13.3
6209	319457158	2	70447280	70554193	ENSG00000163235	TGFA	p13.3
6210	319424362	2	70467385	70468495	ENSG00000224606	AC017084.6	p13.3
6211	319644343	2	70607618	70768225	ENSG00000075340	ADD2	p13.3
6212	319645905	2	70687142	70691824	ENSG00000235035	AC007395.3	p13.3
6213	319740398	2	70777310	70790643	ENSG00000183733	FIGLA	p13.3
6214	319759713	2	70803157	70803426	ENSG00000228034	AC007395.5	p13.3
6215	319771043	2	70808643	70820600	ENSG00000152672	CLEC4F	p13.3
6216	319767558	2	70810798	70811474	ENSG00000231386	AC007395.4	p13.3
6217	319789440	2	70830214	70835822	ENSG00000116031	CD207	p13.3
6218	319845337	2	70887871	70889959	ENSG00000237751	AC007040.5	p13.3
6219	319856675	2	70900155	70900351	ENSG00000277764	RF02272	p13.3
6220	319889403	2	70900590	70965373	ENSG00000116035	VAX2	p13.3
6221	319907071	2	70935868	70965431	ENSG00000116039	ATP6V1B1	p13.3
6222	319923749	2	70939318	70995336	ENSG00000258881	AC007040.11	p13.3
6223	319901635	2	70941817	70948610	ENSG00000239322	AC007040.7	p13.3
6224	319912488	2	70955899	70956234	ENSG00000226186	TCEB1P21	p13.3
6225	319922147	2	70965584	70965867	ENSG00000241159	RN7SL160P	p13.3
6226	319938361	2	70978380	70985499	ENSG00000144031	ANKRD53	p13.3
6227	319946863	2	70985938	70994945	ENSG00000144043	TEX261	p13.3
6228	319955054	2	70994510	71002754	ENSG00000228384	AC007040.6	p13.3
6229	319990059	2	71002531	71064743	ENSG00000236469	AC007040.8	p13.3
6230	319983432	2	71024127	71029893	ENSG00000205847	OR7E91P	p13.3
6231	319994616	2	71037685	71038703	ENSG00000234485	OR7E46P	p13.3
6232	320012187	2	71055527	71056003	ENSG00000234896	OR7E62P	p13.3
6233	320028496	2	71064344	71079805	ENSG00000124357	NAGK	p13.3
6234	320024244	2	71067519	71068125	ENSG00000272735	RP11-467P9.1	p13.3
6235	320076383	2	71109684	71130239	ENSG00000124370	MCEE	p13.3
6236	320096629	2	71130314	71150101	ENSG00000124383	MPHOSPH10	p13.3
6237	320135102	2	71178587	71178773	ENSG00000233870	AC007881.4	p13.3
6238	320161333	2	71182739	71227083	ENSG00000124374	PAIP2B	p13.3
6239	320312237	2	71276561	71435069	ENSG00000075292	ZNF638	p13.3
6240	320331551	2	71373938	71376320	ENSG00000281195	RP11-236P2.2	p13.2
6241	320336228	2	71379755	71379858	ENSG00000200779	RNU6-105P	p13.2
6242	320526667	2	71453722	71686768	ENSG00000135636	DYSF	p13.2
6243	320940730	2	71984182	71984434	ENSG00000233971	AC067950.1	p13.2
6244	321095060	2	72129238	72148038	ENSG00000003137	CYP26B1	p13.2
6245	321457434	2	72175984	72826041	ENSG00000144036	EXOC6B	p13.2
6246	321245369	2	72288785	72289110	ENSG00000228568	AC006461.2	p13.2
6247	321678326	2	72721806	72722003	ENSG00000222536	RNU2-39P	p13.2
6248	321846181	2	72887360	72892158	ENSG00000116096	SPR	p13.2
6249	321882587	2	72916260	72936071	ENSG00000135638	EMX1	p13.2
6250	321890086	2	72932974	72934355	ENSG00000278060	RP11-466M21.1	p13.2
6251	321965249	2	72942036	73075619	ENSG00000144040	SFXN5	p13.2
6252	322071473	2	73073382	73156721	ENSG00000135631	RAB11FIP5	p13.2
6253	322070884	2	73113018	73115907	ENSG00000272702	RP11-44N22.3	p13.2
6254	322163807	2	73202258	73212513	ENSG00000214513	NOTO	p13.2
6255	322177151	2	73214222	73227237	ENSG00000135632	SMYD5	p13.2
6256	322187044	2	73228006	73233238	ENSG00000135617	PRADC1	p13.2
6257	322199642	2	73233420	73253021	ENSG00000135624	CCT7	p13.2
6258	322225978	2	73254682	73284431	ENSG00000163013	FBXO41	p13.2
6259	322248739	2	73290929	73293705	ENSG00000135625	EGR4	p13.2
6260	322255157	2	73298683	73298787	ENSG00000252988	RNU6-111P	p13.2
6261	322325565	2	73352610	73385677	ENSG00000285068	RP11-582H21.2	p13.1
6262	322326877	2	73370019	73370892	ENSG00000214484	AC074008.1	p13.1
6263	322454697	2	73385758	73610793	ENSG00000116127	ALMS1	p13.1
6264	322414545	2	73456764	73459482	ENSG00000230002	AC074008.4	p13.1
6265	322426699	2	73469525	73471030	ENSG00000284902	RP11-582H21.1	p13.1
6266	322598034	2	73640832	73642393	ENSG00000144035	NAT8	p13.1
6267	322621669	2	73644919	73685576	ENSG00000163016	ALMS1P	p13.1
6268	322657380	2	73700576	73701340	ENSG00000204872	NAT8B	p13.1
6269	322689674	2	73729104	73737400	ENSG00000144034	TPRKB	p13.1
6270	322706943	2	73750256	73750786	ENSG00000273245	RP11-434P11.2	p13.1
6271	322717947	2	73761269	73761781	ENSG00000280037	RP11-434P11.1	p13.1
6272	322727592	2	73762184	73780157	ENSG00000144048	DUSP11	p13.1
6273	322757090	2	73784189	73817147	ENSG00000187833	C2orf78	p13.1
6274	322807709	2	73828916	73873659	ENSG00000124356	STAMBP	p13.1
6275	322834636	2	73877566	73878862	ENSG00000271536	RP11-51I5.1	p13.1
6276	322862511	2	73892314	73919865	ENSG00000163017	ACTG2	p13.1
6277	322899315	2	73926826	73958961	ENSG00000114956	DGUOK	p13.1
6278	322920963	2	73947642	73981441	ENSG00000237883	AC073046.4	p13.1
6279	322924586	2	73968123	73968206	ENSG00000201876	RNA5SP97	p13.1
6280	322942159	2	73985132	73986343	ENSG00000235499	AC073046.25	p13.1
6281	323003712	2	73986404	74108176	ENSG00000187605	TET3	p13.1
6282	322954864	2	73998337	73998548	ENSG00000279181	RP11-711M9.2	p13.1
6283	323078371	2	74120680	74123218	ENSG00000257800	RP11-287D1.1	p13.1
6284	323089411	2	74130583	74135395	ENSG00000217702	RP11-287D1.4	p13.1
6285	323098118	2	74135398	74147994	ENSG00000163170	BOLA3	p13.1
6286	323105457	2	74148009	74150061	ENSG00000225439	AC073263.4	p13.1
6287	323122135	2	74152528	74178898	ENSG00000114978	MOB1A	p13.1
6288	323148238	2	74191388	74192245	ENSG00000279201	RP11-287D1.5	p13.1
6289	323154051	2	74196698	74198560	ENSG00000279070	RP11-287D1.2	p13.1
6290	323164485	2	74198562	74217565	ENSG00000065911	MTHFD2	p13.1
6291	323243912	2	74211604	74363377	ENSG00000264324	RP11-287D1.3	p13.1
6292	323236250	2	74216242	74343414	ENSG00000188687	SLC4A5	p13.1
6293	323263790	2	74306728	74308008	ENSG00000229798	AC006030.1	p13.1
6294	323275872	2	74319399	74319501	ENSG00000252214	RNU6-542P	p13.1
6295	323306961	2	74350069	74351009	ENSG00000234632	AC005041.8	p13.1
6296	323307698	2	74351134	74351419	ENSG00000225658	AC005041.6	p13.1
6297	323333042	2	74361154	74392087	ENSG00000204843	DCTN1	p13.1
6298	323346106	2	74385486	74393882	ENSG00000237737	AC005041.9	p13.1
6299	323364171	2	74393836	74421662	ENSG00000159239	RP11-523H20.5	p13.1
6300	323367122	2	74407797	74413603	ENSG00000234521	AC005041.11	p13.1
6301	323374305	2	74414176	74421591	ENSG00000284308	C2orf81	p13.1
6302	323374704	2	74418122	74418442	ENSG00000233155	AC005041.10	p13.1
6303	323380138	2	74421678	74425755	ENSG00000005448	WDR54	p13.1
6304	323390551	2	74425836	74442422	ENSG00000114993	RTKN	p13.1
6305	323412913	2	74455023	74457960	ENSG00000115274	INO80B	p13.1
6306	323414408	2	74455088	74460884	ENSG00000274049	INO80B-WBP1	p13.1
6307	323416032	2	74458329	74460891	ENSG00000239779	WBP1	p13.1
6308	323419655	2	74461057	74465410	ENSG00000115275	MOGS	p13.1
6309	323429062	2	74471958	74473322	ENSG00000204822	MRPL53	p13.1
6310	323434119	2	74471986	74483408	ENSG00000135637	CCDC142	p13.1
6311	323445401	2	74483073	74494886	ENSG00000115282	TTC31	p13.1
6312	323456838	2	74497517	74503316	ENSG00000179528	LBX2	p13.1
6313	323458463	2	74501717	74502365	ENSG00000272183	RP11-523H20.3	p13.1
6314	323460058	2	74502595	74504678	ENSG00000257702	LBX2-AS1	p13.1
6315	323463233	2	74505043	74508580	ENSG00000115289	PCGF1	p13.1
6316	323471727	2	74513463	74517147	ENSG00000115297	TLX2	p13.1
6317	323478655	2	74518131	74526336	ENSG00000144045	DQX1	p13.1
6318	323484714	2	74526645	74529939	ENSG00000115307	AUP1	p13.1
6319	323487784	2	74529377	74533348	ENSG00000115317	HTRA2	p13.1
6320	323500474	2	74532414	74555690	ENSG00000115318	LOXL3	p13.1
6321	323509712	2	74549026	74557554	ENSG00000115325	DOK1	p13.1
6322	323559532	2	74557883	74648338	ENSG00000159374	M1AP	p13.1
6323	323576339	2	74618856	74620979	ENSG00000233872	AC005033.6	p13.1
6324	323585057	2	74628328	74628942	ENSG00000108442	AC005033.5	p13.1
6325	323625462	2	74654228	74683853	ENSG00000135622	SEMA4F	p13.1
6326	323711166	2	74754670	74754819	ENSG00000224646	AC007387.2	p13.1
6327	323789743	2	74832655	74833987	ENSG00000272711	RP11-259N19.1	p12
6328	323820092	2	74833981	74893359	ENSG00000159399	HK2	p12
6329	323884705	2	74918148	74938418	ENSG00000204792	AC104135.3	p12
6330	323878622	2	74919555	74924846	ENSG00000236209	AC104135.2	p12
6331	323897886	2	74940258	74942670	ENSG00000230836	AC104135.4	p12
6332	323920732	2	74958492	74970128	ENSG00000115350	POLE4	p12
6333	324079503	2	75046463	75199700	ENSG00000115353	TACR1	p12
6334	324047285	2	75090812	75090914	ENSG00000263909	MIR5000	p12
6335	324128579	2	75154366	75189949	ENSG00000270571	RP11-355F16.1	p12
6336	324412708	2	75455994	75456578	ENSG00000236167	AC098581.1	p12
6337	324475934	2	75469302	75569722	ENSG00000115363	EVA1A	p12
6338	324434938	2	75474453	75482579	ENSG00000237293	AC007099.2	p12
6339	324446065	2	75489576	75489710	ENSG00000238410	RF01233	p12
6340	324489809	2	75524068	75542706	ENSG00000231172	AC007099.1	p12
6341	324554737	2	75598071	75598559	ENSG00000230477	AC005034.2	p12
6342	324625239	2	75646783	75690851	ENSG00000115364	MRPL19	p12
6343	324607879	2	75651288	75651627	ENSG00000226247	AC005034.3	p12
6344	324637916	2	75652000	75710989	ENSG00000005436	GCFC2	p12
6345	324617757	2	75660462	75662208	ENSG00000270696	RP11-342K6.1	p12
6346	324626643	2	75669989	75670454	ENSG00000271452	RP11-342K6.2	p12
6347	324654211	2	75697583	75697996	ENSG00000270462	RP11-342K6.3	p12
6348	324675991	2	75719120	75720018	ENSG00000270996	RP11-342K6.4	p12
6349	325063092	2	76106016	76107324	ENSG00000233107	AC073091.1	p12
6350	325214887	2	76258034	76258897	ENSG00000228209	AC073091.2	p12
6351	325217630	2	76260755	76261661	ENSG00000271356	RP11-335E8.1	p12
6352	325401666	2	76445079	76445410	ENSG00000200488	RN7SKP203	p12
6353	325551967	2	76595413	76595678	ENSG00000251947	RN7SKP164	p12
6354	326126941	2	76747719	77593319	ENSG00000176204	LRRTM4	p12
6355	325729399	2	76772909	76773045	ENSG00000200028	RNA5SP98	p12
6356	325954300	2	76985965	77009791	ENSG00000234653	AC079117.1	p12
6357	326609962	2	77652413	77654668	ENSG00000227088	AC084149.2	p12
6358	326629425	2	77672215	77673792	ENSG00000230968	AC084149.1	p12
6359	326747156	2	77788382	77793087	ENSG00000237077	AC105399.2	p12
6360	326873394	2	77915934	77918011	ENSG00000233605	AC073628.1	p12
6361	327064690	2	78088730	78127806	ENSG00000229494	AC012494.1	p12
6362	327369365	2	78412793	78413094	ENSG00000214429	AC064872.1	p12
6363	327394807	2	78437850	78438921	ENSG00000270470	RP11-601H16.1	p12
6364	327555080	2	78597911	78599406	ENSG00000234877	AC092660.1	p12
6365	327838921	2	78882447	78882552	ENSG00000202423	RNU6-827P	p12
6366	327839103	2	78882628	78882734	ENSG00000200048	RNU6-812P	p12
6367	327983517	2	79025686	79028505	ENSG00000143954	REG3G	p12
6368	328042946	2	79085030	79088019	ENSG00000172023	REG1B	p12
6369	328078312	2	79120362	79123419	ENSG00000115386	REG1A	p12
6370	328093387	2	79135503	79138427	ENSG00000204787	REG1P	p12
6371	328114800	2	79157003	79159753	ENSG00000172016	REG3A	p12
6372	328128370	2	79158374	79185523	ENSG00000224879	AC011754.1	p12
6373	328873468	2	79185231	80648861	ENSG00000066032	CTNNA2	p12
6374	328453702	2	79493716	79500844	ENSG00000229385	AC010975.1	p12
6375	328504061	2	79547151	79548128	ENSG00000277171	RP11-191H23.1	p12
6376	328531100	2	79573764	79575593	ENSG00000230237	AC010975.2	p12
6377	328593334	2	79636862	79636963	ENSG00000252031	RNU6-561P	p12
6378	328605748	2	79649294	79649359	ENSG00000266436	MIR4264	p12
6379	328822961	2	79866495	79866583	ENSG00000276917	MIR8080	p12
6380	328985703	2	80028012	80030551	ENSG00000224731	AC016716.2	p12
6381	329119203	2	80162428	80163135	ENSG00000223427	AC016716.1	p12
6382	329252972	2	80288351	80304749	ENSG00000162951	LRRTM1	p12
6383	329552151	2	80572681	80618777	ENSG00000237031	AC008067.2	p12
6384	329741211	2	80699388	80870190	ENSG00000230975	AC084193.1	p12
6385	330154182	2	81194337	81201184	ENSG00000234429	AC105342.1	p12
6386	330375434	2	81418723	81419302	ENSG00000231722	AC012075.1	p12
6387	330420835	2	81461358	81467468	ENSG00000235519	AC012075.2	p12
6388	330452692	2	81496214	81496327	ENSG00000200890	RNA5SP99	p12
6389	330623024	2	81666477	81666728	ENSG00000233444	AC013262.1	p12
6390	330923648	2	81967079	81967374	ENSG00000242118	RN7SL201P	p12
6391	330950908	2	81983272	82005700	ENSG00000231781	AC079896.1	p12
6392	331225599	2	82268427	82269927	ENSG00000229560	AC105761.1	p12
6393	331225081	2	82268612	82268706	ENSG00000252897	RNU6-685P	p12
6394	331465341	2	82479128	82538711	ENSG00000237498	AC010105.1	p12
6395	331566236	2	82609652	82609977	ENSG00000226860	AC109638.1	p12
6396	331771672	2	82814984	82815516	ENSG00000226700	AC098817.1	p12
6397	331773090	2	82815809	82817528	ENSG00000225045	AC098817.2	p12
6398	331774221	2	82817538	82818061	ENSG00000224695	AC098817.4	p12
6399	331775119	2	82818131	82819264	ENSG00000227789	AC098817.3	p12
6400	331813527	2	82856826	82857384	ENSG00000168129	AC098817.5	p12
6401	332175419	2	83218890	83219105	ENSG00000223977	AC138623.1	p11.2
6402	332479580	2	83522814	83523502	ENSG00000232548	AC010744.1	p11.2
6403	332551521	2	83594956	83595243	ENSG00000224627	AC023881.1	p11.2
6404	332614210	2	83657735	83657842	ENSG00000199295	RNU6-1312P	p11.2
6405	332988171	2	84031140	84032358	ENSG00000228225	AC016908.1	p11.2
6406	332996724	2	84039885	84040720	ENSG00000228902	AC016908.2	p11.2
6407	333247864	2	84290683	84292202	ENSG00000182814	AC097458.2	p11.2
6408	333289363	2	84315108	84350774	ENSG00000228272	AC106874.1	p11.2
6409	333398206	2	84423523	84460045	ENSG00000163541	SUCLG1	p11.2
6410	333624444	2	84516455	84819589	ENSG00000115423	DNAH6	p11.2
6411	333707422	2	84750769	84751231	ENSG00000259056	DUXAP1	p11.2
6412	333734163	2	84777259	84778223	ENSG00000235847	LDHAP7	p11.2
6413	333820751	2	84821650	84907008	ENSG00000186854	TRABD2A	p11.2
6414	333807351	2	84850711	84851148	ENSG00000276362	RP11-241M13.2	p11.2
6415	333831280	2	84874696	84875020	ENSG00000213400	RPL12P18	p11.2
6416	333862572	2	84905625	84906675	ENSG00000034510	TMSB10	p11.2
6417	333872686	2	84915868	84916660	ENSG00000213399	AC022210.2	p11.2
6418	333971704	2	84971093	85059472	ENSG00000176407	KCMF1	p11.2
6419	334022149	2	85064108	85067347	ENSG00000260840	RP11-60H5.1	p11.2
6420	334025342	2	85068809	85069031	ENSG00000235463	AC078974.2	p11.2
6421	334058963	2	85102389	85102694	ENSG00000225787	AC011236.7	p11.2
6422	334178321	2	85133410	85310388	ENSG00000152284	TCF7L1	p11.2
6423	334143253	2	85186409	85187253	ENSG00000231134	AC011236.8	p11.2
6424	334161401	2	85204926	85205032	ENSG00000200701	RNU6-674P	p11.2
6425	334218627	2	85262144	85262267	ENSG00000230299	AC093162.3	p11.2
6426	334272207	2	85315041	85316529	ENSG00000246575	AC093162.5	p11.2
6427	334279644	2	85318020	85328425	ENSG00000152291	TGOLN2	p11.2
6428	334297981	2	85341281	85341838	ENSG00000270532	PEBP1P2	p11.2
6429	334304776	2	85342088	85354620	ENSG00000042445	RETSAT	p11.2
6430	334329495	2	85354394	85391752	ENSG00000115459	ELMOD3	p11.2
6431	334317283	2	85360798	85360925	ENSG00000271014	RP11-717A5.1	p11.2
6432	334324853	2	85368282	85368580	ENSG00000278590	RN7SL113P	p11.2
6433	334343532	2	85387074	85387146	ENSG00000273196	RP11-717A5.2	p11.2
6434	334363012	2	85394748	85418432	ENSG00000042493	CAPG	p11.2
6435	334384297	2	85418721	85437029	ENSG00000152292	SH2D6	p11.2
6436	334399065	2	85442495	85442791	ENSG00000244399	RN7SL251P	p11.2
6437	334447777	2	85490930	85491780	ENSG00000229648	AC016753.7	p11.2
6438	334498644	2	85539165	85545280	ENSG00000168906	MAT2A	p11.2
6439	334509557	2	85544723	85561547	ENSG00000115486	GGCX	p11.2
6440	334528218	2	85561562	85582031	ENSG00000118640	VAMP8	p11.2
6441	334524233	2	85567662	85567960	ENSG00000276281	RN7SL126P	p11.2
6442	334545332	2	85584408	85593412	ENSG00000168899	VAMP5	p11.2
6443	334553091	2	85595725	85597613	ENSG00000168894	RNF181	p11.2
6444	334557294	2	85598548	85603196	ENSG00000168890	TMEM150A	p11.2
6445	334582491	2	85602856	85649282	ENSG00000168883	USP39	p11.2
6446	334565782	2	85606654	85612066	ENSG00000168887	C2orf68	p11.2
